X Y Z D Pressure_Coefficient
0.999033148         0.0312870063        0.0500000007        0                   0.149207562208          
0.999033147         0.0312870064        0.0500000007        1.34128288e-09      0.14920759201           
0.998020331         0.0313503884        0.0500000007        0.00101479827       0.169785022736          
0.997531758         0.0313809579        0.0500000007        0.00150432684       0.173517391086          
0.996688671         0.0314336965        0.0500000007        0.00234906172       0.178925186396          
0.996352915         0.031454691         0.0500000007        0.00268547391       0.180624112487          
0.995549807         0.0315048965        0.0500000007        0.00349014931       0.184975787997          
0.994277487         0.0315843359        0.0500000008        0.00476494664       0.189185857773          
0.993767449         0.0316161775        0.0500000007        0.00527597813       0.190934002399          
0.992609608         0.0316882845        0.0500000008        0.00643606187       0.194086238742          
0.991794863         0.0317390327        0.0500000007        0.00725238636       0.196342125535          
0.991537856         0.0317550011        0.0500000008        0.00750988916       0.197014063597          
0.989472292         0.0318830967        0.0500000008        0.00957942067       0.201480820775          
0.988464991         0.0319453567        0.0500000008        0.0105886439        0.203397572041          
0.986526375         0.0320645988        0.0500000008        0.0125309236        0.206739813089          
0.984691385         0.0321770281        0.0500000007        0.0143693545        0.209444954991          
0.981521379         0.0323690454        0.0500000007        0.017545171         0.213578388095          
0.980754614         0.0324153781        0.0500000008        0.0183133351        0.214551448822          
0.979017853         0.0325178571        0.0500000008        0.0200531169        0.216487020254          
0.976235782         0.0326822826        0.0500000008        0.0228400424        0.219580858946          
0.974782114         0.0327640437        0.0500000008        0.0242960076        0.220813781023          
0.970555591         0.0330011187        0.0500000006        0.0285291746        0.224419593811          
0.965602887         0.0332514908        0.0500000007        0.0334882026        0.227160185575          
0.963076825         0.0333780939        0.0500000008        0.0360174356        0.228562369943          
0.957664451         0.0335992426        0.0500000007        0.0414343259        0.230206340551          
0.954602139         0.0337254441        0.0500000007        0.0444992367        0.231160268188          
0.953079197         0.0337714799        0.0500000009        0.0460228742        0.231342241168          
0.946526129         0.0339648615        0.0500000007        0.0525787958        0.23180809617           
0.942329509         0.0340433674        0.0500000007        0.0567761498        0.231580138206          
0.939472025         0.0340909183        0.0500000008        0.0596340289        0.231307327747          
0.933929967         0.0341289966        0.0500000007        0.0651762179        0.229998141527          
0.931084072         0.0341353505        0.0500000006        0.06802212          0.229299858212          
0.925980899         0.0340965935        0.0500000008        0.0731254408        0.227498099208          
0.924175125         0.0340833028        0.0500000005        0.074931263         0.226840779185          
0.919913471         0.0339962061        0.0500000007        0.0791938076        0.224650144577          
0.917022848         0.0339383051        0.0500000007        0.08208501          0.223154097795          
0.916461187         0.0339224369        0.0500000007        0.0826468956        0.222881957889          
0.914714448         0.0338594146        0.0500000007        0.0843947703        0.221844911575          
0.908640195         0.0336486938        0.0500000007        0.090472678         0.21841929853           
0.9058874           0.0335252124        0.0500000009        0.0932282411        0.216782972217          
0.899541653         0.0331896346        0.0500000008        0.0995828549        0.212929651141          
0.895706438         0.0329582039        0.0500000007        0.103425046         0.210263818502          
0.889025986         0.0324785538        0.0500000007        0.110122695         0.204343155026          
0.888531342         0.0324434639        0.0500000008        0.110618582         0.203921750188          
0.887845003         0.0323834574        0.0500000007        0.111307539         0.203409299254          
0.879904184         0.0316976485        0.0500000005        0.119277918         0.197342708707          
