-4.000	-0.157	0.026	-0.074	0.951	-0.171	-0.085
-2.000	0.043	0.024	-0.081	0.951	0.088	0.044
0.000	0.196	0.022	-0.088	0.951	0.348	0.173
2.000	0.356	0.022	-0.093	0.934	0.607	0.301
4.000	0.540	0.023	-0.098	0.918	0.866	0.428
6.000	0.673	0.028	-0.101	0.895	1.125	0.555
8.000	0.830	0.033	-0.103	0.868	1.385	0.680
10.000	0.847	0.039	-0.102	0.830	1.644	0.803
12.000	0.977	0.052	-0.100	0.781	1.903	0.922
