-4.000	0.174	0.030	-0.057	1.000	-0.247	-0.123
-2.000	0.227	0.023	-0.072	1.000	0.029	0.015
0.000	0.192	0.021	-0.086	1.000	0.306	0.153
2.000	0.100	0.020	-0.095	0.949	0.582	0.289
4.000	0.176	0.022	-0.102	0.912	0.858	0.424
6.000	0.281	0.028	-0.107	0.874	1.134	0.558
8.000	0.327	0.040	-0.109	0.830	1.410	0.689
10.000	0.381	0.051	-0.108	0.768	1.687	0.815
12.000	0.419	0.065	-0.103	0.685	1.963	0.935
