-4.000	0.404	0.097	-0.057	1.000	0.380	0.380
-2.000	0.386	0.090	-0.035	1.000	0.357	0.357
0.000	0.368	0.092	-0.013	1.000	0.335	0.335
2.000	0.492	0.090	-0.049	1.000	0.565	0.565
4.000	0.702	0.095	-0.089	1.000	0.877	0.877
6.000	0.734	0.096	-0.112	1.000	1.043	1.043
8.000	0.742	0.107	-0.120	1.000	0.927	0.927
10.000	0.660	0.186	-0.133	1.000	0.825	0.825
12.000	0.633	0.295	-0.149	1.000	0.791	0.791
