-4.000	0.630	0.088	-0.123	1.000	0.788	0.788
-2.000	0.476	0.092	-0.081	1.000	0.595	0.595
0.000	0.322	0.094	-0.040	1.000	0.402	0.402
2.000	0.062	0.094	0.016	1.000	0.078	0.078
4.000	-0.287	0.085	0.093	1.000	-0.359	-0.359
6.000	-0.160	0.096	0.052	1.000	-0.200	-0.200
8.000	-0.022	0.115	0.013	1.000	-0.027	-0.027
10.000	0.090	0.138	-0.017	1.000	0.113	0.113
12.000	0.184	0.163	-0.044	1.000	0.230	0.230
